ticket_id,customer_id,order_id,created_at,resolved_at,issue_type,priority,status,channel,customer_satisfaction_score,description
TKT00005675,CUST001910,ORD00021265,2025-06-17 03:11:07,2025-06-25 02:11:07,Order Cancellation,High,Resolved,Email,5.0,Customer reported an issue related to order cancellation.
TKT00005676,CUST001851,ORD00022625,2026-02-23 23:01:52,,Wrong Product,High,Open,Chat,,Customer reported an issue related to damaged product.
TKT00005677,CUST004411,ORD00024215,2026-06-27 08:22:25,,Damaged Product,Critical,In Progress,Chat,,Customer reported an issue related to refund request.
TKT00005678,CUST003140,ORD00004157,2024-03-07 19:37:02,,Missing Item,High,In Progress,Phone,,Customer reported an issue related to payment issue.
TKT00005679,CUST004214,ORD00015548,2025-06-06 12:11:53,2025-06-06 18:11:53,Payment Issue,Low,Closed,Social Media,3.0,Customer reported an issue related to payment issue.
TKT00005680,CUST000303,ORD00010975,2026-01-06 05:53:56,,Missing Item,Critical,In Progress,Social Media,,Customer reported an issue related to payment issue.
TKT00005681,CUST002045,ORD00015806,2025-09-30 14:08:11,,Wrong Product,Critical,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00005682,CUST003136,ORD00014422,2023-08-08 18:59:26,2023-08-09 07:59:26,Delivery Delay,Medium,Resolved,Phone,1.0,Customer reported an issue related to refund request.
TKT00005683,CUST001782,ORD00012393,2023-12-15 04:33:21,2023-12-23 08:33:21,Payment Issue,Low,Resolved,Phone,2.0,Customer reported an issue related to delivery delay.
TKT00005684,CUST004646,,2026-04-09 19:15:37,,Payment Issue,Medium,In Progress,Web Form,,Customer reported an issue related to order cancellation.
TKT00005685,CUST004830,ORD00000649,2025-03-26 09:55:44,,Product Information,Medium,In Progress,Email,,Customer reported an issue related to damaged product.
TKT00005686,CUST002403,ORD00022826,2023-10-17 17:48:10,,Account Access,High,In Progress,Chat,,Customer reported an issue related to account access.
TKT00005687,CUST003622,ORD00014859,2024-05-20 01:59:10,2024-05-28 08:59:10,Delivery Delay,Critical,Closed,Social Media,3.0,Customer reported an issue related to order cancellation.
TKT00005688,CUST003097,ORD00007133,2025-05-29 01:06:04,2025-06-03 17:06:04,Delivery Delay,Critical,Resolved,Phone,5.0,Customer reported an issue related to missing item.
TKT00005689,CUST004367,ORD00012497,2026-03-29 06:26:16,2026-03-29 09:26:16,Refund Request,High,Resolved,Web Form,1.0,Customer reported an issue related to order cancellation.
TKT00005690,CUST004529,ORD00024805,2025-11-15 14:58:40,,Technical Issue,Medium,In Progress,Social Media,,Customer reported an issue related to order cancellation.
TKT00005691,CUST004583,ORD00016700,2026-03-24 21:43:44,2026-03-28 07:43:44,Payment Issue,Low,Resolved,Email,1.0,Customer reported an issue related to delivery delay.
TKT00005692,CUST002024,ORD00017208,2024-12-22 12:11:40,,Missing Item,Medium,Open,Phone,,Customer reported an issue related to delivery delay.
TKT00005693,CUST004841,ORD00025928,2026-01-25 12:15:40,2026-01-29 17:15:40,Missing Item,High,Resolved,Email,2.0,Customer reported an issue related to technical issue.
TKT00005694,CUST001486,,2026-05-11 20:01:31,2026-05-17 04:01:31,Technical Issue,Low,Resolved,Chat,4.0,Customer reported an issue related to damaged product.
TKT00005695,CUST003418,ORD00028407,2025-08-08 05:31:22,2025-08-17 11:31:22,Product Information,Medium,Closed,Social Media,1.0,Customer reported an issue related to wrong product.
TKT00005696,CUST000304,,2025-03-28 07:16:37,2025-04-04 07:16:37,Refund Request,Low,Resolved,Email,4.0,Customer reported an issue related to damaged product.
TKT00005697,CUST001576,ORD00012759,2025-10-08 04:39:55,2025-10-11 07:39:55,Product Information,High,Resolved,Chat,5.0,Customer reported an issue related to account access.
TKT00005698,CUST002904,ORD00020179,2024-12-29 10:40:31,,Order Cancellation,High,In Progress,Web Form,,Customer reported an issue related to technical issue.
TKT00005699,CUST004955,ORD00013772,2026-02-23 03:22:24,,Refund Request,Critical,Open,Phone,,Customer reported an issue related to wrong product.
TKT00005700,CUST003725,,2023-10-08 16:51:11,,Account Access,Medium,Open,Chat,,Customer reported an issue related to product information.
TKT00005701,CUST002579,ORD00009504,2024-03-22 12:11:53,2024-03-28 06:11:53,Product Information,High,Closed,Web Form,3.0,Customer reported an issue related to wrong product.
TKT00005702,CUST000597,ORD00005757,2023-07-21 21:53:54,2023-07-31 04:53:54,Payment Issue,Low,Closed,Chat,2.0,Customer reported an issue related to technical issue.
TKT00005703,CUST001096,ORD00005800,2023-01-21 12:25:44,2023-01-24 10:25:44,Account Access,High,Resolved,Phone,3.0,Customer reported an issue related to wrong product.
TKT00005704,CUST004106,ORD00016893,2024-10-11 11:43:28,2024-10-11 13:43:28,Technical Issue,High,Resolved,Web Form,3.0,Customer reported an issue related to technical issue.
TKT00005705,CUST003413,ORD00019148,2024-04-03 02:05:40,2024-04-06 13:05:40,Refund Request,Critical,Closed,Chat,3.0,Customer reported an issue related to wrong product.
TKT00005706,CUST003090,ORD00008642,2023-05-17 02:12:56,2023-05-17 09:12:56,Damaged Product,High,Closed,Web Form,2.0,Customer reported an issue related to wrong product.
TKT00005707,CUST004861,ORD00024039,2023-02-17 18:07:58,2023-02-19 07:07:58,Order Cancellation,Critical,Closed,Phone,1.0,Customer reported an issue related to wrong product.
TKT00005708,CUST000760,ORD00027210,2023-04-23 11:00:27,,Account Access,High,Open,Email,,Customer reported an issue related to wrong product.
TKT00005709,CUST000835,ORD00005400,2024-02-08 13:10:17,,Delivery Delay,Critical,Open,Phone,,Customer reported an issue related to missing item.
TKT00005710,CUST003210,ORD00006759,2024-09-21 04:19:10,,Payment Issue,Medium,In Progress,Chat,,Customer reported an issue related to product information.
TKT00005711,CUST003050,ORD00017823,2023-12-19 03:27:27,,Order Cancellation,High,Open,Web Form,,Customer reported an issue related to technical issue.
TKT00005712,CUST002805,ORD00005237,2024-09-08 14:43:14,,Product Information,Critical,Open,Chat,,Customer reported an issue related to damaged product.
TKT00005713,CUST000380,ORD00023354,2023-02-02 23:37:53,2023-02-11 06:37:53,Damaged Product,Medium,Closed,Phone,1.0,Customer reported an issue related to account access.
TKT00005714,CUST000089,ORD00026955,2023-03-26 06:58:48,,Account Access,Low,Open,Social Media,,Customer reported an issue related to missing item.
TKT00005715,CUST001722,ORD00025053,2023-10-08 19:01:51,2023-10-17 03:01:51,Refund Request,Medium,Closed,Email,5.0,Customer reported an issue related to technical issue.
TKT00005716,CUST001951,ORD00027624,2025-05-10 06:29:29,2025-05-10 19:29:29,Account Access,High,Closed,Email,4.0,Customer reported an issue related to order cancellation.
TKT00005717,CUST000255,ORD00026319,2024-02-28 05:54:20,2024-03-02 06:54:20,Delivery Delay,Medium,Resolved,Phone,5.0,Customer reported an issue related to delivery delay.
TKT00005718,CUST002916,ORD00007127,2025-11-21 20:13:39,2025-11-23 12:13:39,Payment Issue,Low,Closed,Email,4.0,Customer reported an issue related to refund request.
TKT00005719,CUST004367,,2026-06-10 01:45:17,2026-06-13 19:45:17,Delivery Delay,Medium,Closed,Email,4.0,Customer reported an issue related to order cancellation.
TKT00005720,CUST001961,,2025-10-02 09:33:06,,Refund Request,High,In Progress,Phone,,Customer reported an issue related to missing item.
TKT00005721,CUST004254,,2023-08-28 09:06:32,,Technical Issue,Critical,Open,Phone,,Customer reported an issue related to technical issue.
TKT00005722,CUST001186,ORD00025827,2023-04-29 12:53:23,2023-05-07 07:53:23,Missing Item,High,Closed,Email,3.0,Customer reported an issue related to delivery delay.
TKT00005723,CUST003413,ORD00019148,2025-05-31 04:49:07,2025-06-06 10:49:07,Wrong Product,Medium,Resolved,Phone,3.0,Customer reported an issue related to payment issue.
TKT00005724,CUST000536,ORD00001243,2023-08-30 12:35:06,2023-09-01 07:35:06,Account Access,Low,Closed,Web Form,4.0,Customer reported an issue related to account access.
TKT00005725,CUST004113,ORD00027752,2023-07-02 11:07:49,,Delivery Delay,Low,Open,Web Form,,Customer reported an issue related to missing item.
TKT00005726,CUST001649,ORD00010483,2023-12-15 12:47:54,,Wrong Product,Medium,Open,Social Media,,Customer reported an issue related to order cancellation.
TKT00005727,CUST003575,ORD00011667,2025-12-26 18:55:20,,Damaged Product,Medium,In Progress,Email,,Customer reported an issue related to refund request.
TKT00005728,CUST003112,ORD00001813,2023-03-01 17:15:47,2023-03-07 18:15:47,Wrong Product,Medium,Resolved,Web Form,1.0,Customer reported an issue related to technical issue.
TKT00005729,CUST001397,,2023-06-25 20:11:45,2023-07-04 12:11:45,Refund Request,Critical,Resolved,Social Media,4.0,Customer reported an issue related to technical issue.
TKT00005730,CUST001180,ORD00013739,2024-04-19 19:13:32,2024-04-28 20:13:32,Delivery Delay,Medium,Closed,Email,4.0,Customer reported an issue related to account access.
TKT00005731,CUST002798,ORD00007627,2025-12-26 04:23:27,,Refund Request,High,In Progress,Phone,,Customer reported an issue related to technical issue.
TKT00005732,CUST002855,ORD00016941,2023-10-09 13:10:01,,Delivery Delay,Critical,In Progress,Chat,,Customer reported an issue related to delivery delay.
TKT00005733,CUST003849,ORD00021319,2026-05-08 19:53:32,2026-05-11 09:53:32,Refund Request,Critical,Resolved,Social Media,5.0,Customer reported an issue related to delivery delay.
TKT00005734,CUST000003,ORD00018652,2024-08-20 02:57:39,,Missing Item,Medium,In Progress,Email,,Customer reported an issue related to order cancellation.
TKT00005735,CUST002272,ORD00022234,2023-11-06 22:37:50,2023-11-12 15:37:50,Wrong Product,Critical,Resolved,Web Form,5.0,Customer reported an issue related to product information.
TKT00005736,CUST004145,ORD00024947,2026-05-24 10:08:10,,Missing Item,Low,In Progress,Email,,Customer reported an issue related to account access.
TKT00005737,CUST001412,ORD00016764,2024-09-21 11:17:25,2024-10-01 06:17:25,Refund Request,High,Resolved,Chat,2.0,Customer reported an issue related to wrong product.
TKT00005738,CUST000050,ORD00007325,2025-07-28 20:54:28,,Refund Request,Critical,In Progress,Web Form,,Customer reported an issue related to damaged product.
TKT00005739,CUST002907,ORD00008808,2024-03-25 07:34:57,,Delivery Delay,Low,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00005740,CUST004145,ORD00024605,2025-03-07 00:36:14,2025-03-10 08:36:14,Damaged Product,High,Closed,Social Media,1.0,Customer reported an issue related to refund request.
TKT00005741,CUST003926,ORD00021379,2023-10-29 16:50:11,,Damaged Product,Low,In Progress,Chat,,Customer reported an issue related to damaged product.
TKT00005742,CUST004290,ORD00003302,2026-06-27 19:38:00,,Delivery Delay,Critical,In Progress,Email,,Customer reported an issue related to technical issue.
TKT00005743,CUST003149,ORD00014843,2024-07-30 20:21:08,2024-08-01 15:21:08,Wrong Product,Critical,Closed,Social Media,2.0,Customer reported an issue related to product information.
TKT00005744,CUST003086,ORD00009735,2023-12-16 19:07:08,,Technical Issue,Critical,In Progress,Email,,Customer reported an issue related to missing item.
TKT00005745,CUST003581,ORD00022021,2026-04-19 17:43:59,,Product Information,Critical,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00005746,CUST003191,ORD00011803,2026-06-20 13:21:53,,Product Information,Critical,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00005747,CUST000856,,2024-12-27 01:35:27,,Technical Issue,High,In Progress,Chat,,Customer reported an issue related to delivery delay.
TKT00005748,CUST003967,ORD00014347,2024-02-21 07:40:24,,Missing Item,High,In Progress,Email,,Customer reported an issue related to product information.
TKT00005749,CUST002236,ORD00008771,2024-08-03 16:52:49,2024-08-10 04:52:49,Product Information,Medium,Closed,Social Media,5.0,Customer reported an issue related to technical issue.
TKT00005750,CUST004736,ORD00014203,2025-12-13 02:56:30,2025-12-13 07:56:30,Order Cancellation,Medium,Resolved,Phone,2.0,Customer reported an issue related to product information.
TKT00005751,CUST003917,,2024-03-13 17:33:02,2024-03-21 17:33:02,Damaged Product,Medium,Closed,Web Form,4.0,Customer reported an issue related to missing item.
TKT00005752,CUST003022,ORD00013693,2024-12-14 07:33:27,,Payment Issue,High,Open,Social Media,,Customer reported an issue related to technical issue.
TKT00005753,CUST000623,ORD00021796,2024-02-02 13:59:40,2024-02-10 08:59:40,Product Information,High,Closed,Email,3.0,Customer reported an issue related to wrong product.
TKT00005754,CUST003422,ORD00022343,2025-11-03 16:56:31,2025-11-13 08:56:31,Wrong Product,High,Closed,Email,3.0,Customer reported an issue related to product information.
TKT00005755,CUST004913,ORD00011673,2025-10-17 16:28:28,2025-10-26 04:28:28,Product Information,High,Resolved,Web Form,3.0,Customer reported an issue related to missing item.
TKT00005756,CUST001217,ORD00025149,2025-05-07 01:47:26,2025-05-14 03:47:26,Product Information,Low,Resolved,Social Media,2.0,Customer reported an issue related to payment issue.
TKT00005757,CUST002439,ORD00010566,2025-06-17 08:49:36,,Delivery Delay,Critical,Open,Web Form,,Customer reported an issue related to missing item.
TKT00005758,CUST002845,ORD00021099,2026-02-20 04:17:18,,Refund Request,Critical,In Progress,Email,,Customer reported an issue related to refund request.
TKT00005759,CUST001323,ORD00006489,2024-07-28 06:39:13,,Wrong Product,Low,Open,Phone,,Customer reported an issue related to technical issue.
TKT00005760,CUST002947,ORD00024466,2024-01-24 20:40:47,2024-02-02 04:40:47,Payment Issue,High,Closed,Social Media,3.0,Customer reported an issue related to order cancellation.
TKT00005761,CUST000609,ORD00005766,2025-09-14 12:35:30,2025-09-20 23:35:30,Account Access,Critical,Closed,Social Media,1.0,Customer reported an issue related to payment issue.
TKT00005762,CUST002174,,2025-07-13 23:05:27,2025-07-14 15:05:27,Technical Issue,Low,Resolved,Email,4.0,Customer reported an issue related to account access.
TKT00005763,CUST002662,ORD00013356,2024-05-21 08:17:08,,Wrong Product,High,In Progress,Social Media,,Customer reported an issue related to delivery delay.
TKT00005764,CUST003739,ORD00026396,2025-03-17 19:22:09,2025-03-26 10:22:09,Order Cancellation,Critical,Resolved,Web Form,1.0,Customer reported an issue related to product information.
TKT00005765,CUST004264,ORD00012364,2023-11-05 21:26:17,,Product Information,Medium,In Progress,Phone,,Customer reported an issue related to refund request.
TKT00005766,CUST003978,ORD00027022,2026-06-20 03:54:10,2026-06-26 00:54:10,Product Information,Critical,Closed,Chat,1.0,Customer reported an issue related to technical issue.
TKT00005767,CUST001397,ORD00022514,2025-05-30 09:32:44,,Payment Issue,Low,In Progress,Chat,,Customer reported an issue related to damaged product.
TKT00005768,CUST004778,,2025-02-14 18:13:18,2025-02-24 10:13:18,Damaged Product,High,Resolved,Phone,1.0,Customer reported an issue related to technical issue.
TKT00005769,CUST001038,ORD00021655,2025-11-20 15:39:10,,Order Cancellation,Medium,In Progress,Social Media,,Customer reported an issue related to product information.
TKT00005770,CUST001474,ORD00016213,2025-12-30 04:49:20,,Product Information,Low,Open,Social Media,,Customer reported an issue related to missing item.
TKT00005771,CUST001349,ORD00018900,2025-08-28 06:52:30,,Wrong Product,Medium,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00005772,CUST001251,ORD00015960,2024-08-31 08:33:45,2024-09-04 21:33:45,Account Access,Medium,Resolved,Web Form,1.0,Customer reported an issue related to order cancellation.
TKT00005773,CUST003991,ORD00017940,2024-07-14 13:24:25,2024-07-16 17:24:25,Refund Request,High,Resolved,Chat,5.0,Customer reported an issue related to wrong product.
TKT00005774,CUST000493,ORD00027737,2023-05-05 16:28:03,2023-05-15 14:28:03,Technical Issue,Critical,Closed,Email,1.0,Customer reported an issue related to technical issue.
TKT00005775,CUST004653,ORD00009996,2024-09-21 23:58:51,,Account Access,High,Open,Phone,,Customer reported an issue related to payment issue.
TKT00005776,CUST001364,ORD00003479,2024-11-23 13:55:37,,Delivery Delay,Medium,Open,Web Form,,Customer reported an issue related to account access.
TKT00005777,CUST002166,ORD00011205,2025-10-14 16:09:31,2025-10-23 03:09:31,Refund Request,High,Closed,Web Form,3.0,Customer reported an issue related to technical issue.
TKT00005778,CUST001245,ORD00023232,2024-03-11 02:14:34,,Refund Request,Medium,In Progress,Phone,,Customer reported an issue related to product information.
TKT00005779,CUST004175,ORD00021678,2025-01-23 13:47:36,,Order Cancellation,Medium,Open,Email,,Customer reported an issue related to account access.
TKT00005780,CUST004735,ORD00010427,2024-08-30 12:53:03,,Missing Item,Medium,In Progress,Phone,,Customer reported an issue related to account access.
TKT00005781,CUST003699,,2025-12-10 12:20:10,2025-12-16 21:20:10,Wrong Product,Critical,Closed,Chat,1.0,Customer reported an issue related to account access.
TKT00005782,CUST001443,ORD00010879,2025-09-20 23:16:09,,Damaged Product,Low,Open,Social Media,,Customer reported an issue related to account access.
TKT00005783,CUST003916,ORD00018402,2025-07-05 08:23:59,,Product Information,High,In Progress,Chat,,Customer reported an issue related to account access.
TKT00005784,CUST000218,ORD00025078,2025-02-08 03:28:12,,Product Information,High,In Progress,Phone,,Customer reported an issue related to order cancellation.
TKT00005785,CUST004203,ORD00024138,2025-07-21 01:28:15,2025-07-31 00:28:15,Wrong Product,High,Closed,Email,3.0,Customer reported an issue related to technical issue.
TKT00005786,CUST003826,ORD00005158,2025-06-02 09:09:00,,Damaged Product,Critical,In Progress,Social Media,,Customer reported an issue related to payment issue.
TKT00005787,CUST003966,,2026-02-28 22:52:53,,Account Access,Medium,Open,Phone,,Customer reported an issue related to product information.
TKT00005788,CUST000908,ORD00009247,2025-12-17 11:00:36,,Missing Item,High,In Progress,Phone,,Customer reported an issue related to refund request.
TKT00005789,CUST004722,,2024-01-11 00:33:04,,Refund Request,High,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00005790,CUST004032,ORD00008063,2025-12-12 07:47:49,2025-12-21 05:47:49,Product Information,Critical,Closed,Email,1.0,Customer reported an issue related to delivery delay.
TKT00005791,CUST002823,ORD00022034,2023-07-28 13:28:50,,Product Information,Medium,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00005792,CUST001123,ORD00010408,2023-01-29 04:28:33,,Order Cancellation,Medium,In Progress,Email,,Customer reported an issue related to refund request.
TKT00005793,CUST004564,,2024-08-05 06:11:41,2024-08-10 23:11:41,Damaged Product,High,Closed,Web Form,1.0,Customer reported an issue related to refund request.
TKT00005794,CUST000902,ORD00009208,2025-12-20 04:16:26,2025-12-28 15:16:26,Account Access,Low,Resolved,Chat,4.0,Customer reported an issue related to missing item.
TKT00005795,CUST001784,ORD00014645,2023-04-07 13:30:47,2023-04-15 10:30:47,Refund Request,High,Resolved,Web Form,5.0,Customer reported an issue related to technical issue.
TKT00005796,CUST000838,ORD00004955,2023-02-08 21:42:09,,Payment Issue,Critical,In Progress,Chat,,Customer reported an issue related to product information.
TKT00005797,CUST002354,,2023-02-22 04:35:08,,Refund Request,Medium,Open,Chat,,Customer reported an issue related to order cancellation.
TKT00005798,CUST003923,ORD00017212,2023-03-31 20:07:12,2023-04-10 06:07:12,Order Cancellation,High,Closed,Chat,3.0,Customer reported an issue related to missing item.
TKT00005799,CUST001615,,2024-01-13 14:55:56,2024-01-20 08:55:56,Order Cancellation,High,Closed,Email,5.0,Customer reported an issue related to product information.
TKT00005800,CUST002638,ORD00022291,2026-03-27 19:03:17,,Damaged Product,Medium,In Progress,Social Media,,Customer reported an issue related to technical issue.
TKT00005801,CUST000987,,2024-04-09 18:43:13,2024-04-12 17:43:13,Order Cancellation,High,Closed,Web Form,1.0,Customer reported an issue related to account access.
TKT00005802,CUST004625,ORD00022695,2025-04-04 04:15:09,2025-04-07 16:15:09,Missing Item,Low,Closed,Phone,5.0,Customer reported an issue related to payment issue.
TKT00005803,CUST001522,ORD00010977,2025-03-29 02:04:33,2025-04-06 04:04:33,Delivery Delay,Medium,Closed,Social Media,4.0,Customer reported an issue related to technical issue.
TKT00005804,CUST003624,ORD00010437,2025-05-11 01:12:54,,Wrong Product,High,Open,Social Media,,Customer reported an issue related to refund request.
TKT00005805,CUST000833,ORD00016697,2026-06-05 08:53:27,,Missing Item,High,Open,Social Media,,Customer reported an issue related to order cancellation.
TKT00005806,CUST002538,,2025-01-14 04:57:46,2025-01-23 00:57:46,Order Cancellation,Low,Resolved,Email,3.0,Customer reported an issue related to payment issue.
TKT00005807,CUST003231,ORD00018405,2025-10-27 02:46:57,,Missing Item,Medium,Open,Email,,Customer reported an issue related to refund request.
TKT00005808,CUST000537,ORD00009260,2023-03-15 15:22:31,,Payment Issue,Critical,Open,Chat,,Customer reported an issue related to order cancellation.
TKT00005809,CUST003324,ORD00005125,2025-08-27 03:47:02,2025-09-05 04:47:02,Technical Issue,Low,Closed,Web Form,2.0,Customer reported an issue related to payment issue.
TKT00005810,CUST003684,ORD00024859,2025-06-07 16:31:22,,Product Information,Low,In Progress,Social Media,,Customer reported an issue related to product information.
TKT00005811,CUST002849,ORD00000055,2024-10-30 15:05:11,2024-11-01 20:05:11,Product Information,High,Resolved,Web Form,1.0,Customer reported an issue related to account access.
TKT00005812,CUST000112,ORD00003319,2024-05-27 16:48:09,,Wrong Product,High,Open,Social Media,,Customer reported an issue related to product information.
TKT00005813,CUST001797,ORD00019338,2026-05-02 16:55:49,2026-05-04 22:55:49,Order Cancellation,Medium,Resolved,Chat,1.0,Customer reported an issue related to delivery delay.
TKT00005814,CUST000915,,2025-09-10 19:04:46,,Refund Request,Low,In Progress,Social Media,,Customer reported an issue related to damaged product.
TKT00005815,CUST000286,ORD00007329,2025-03-17 19:56:12,,Technical Issue,Medium,In Progress,Phone,,Customer reported an issue related to account access.
TKT00005816,CUST001218,ORD00016689,2024-04-02 16:06:33,2024-04-08 23:06:33,Payment Issue,Low,Closed,Chat,1.0,Customer reported an issue related to wrong product.
TKT00005817,CUST000560,ORD00026037,2023-11-05 19:09:08,,Delivery Delay,High,Open,Social Media,,Customer reported an issue related to delivery delay.
TKT00005818,CUST001225,ORD00005913,2024-11-09 00:16:50,,Account Access,Medium,In Progress,Social Media,,Customer reported an issue related to damaged product.
TKT00005819,CUST000183,,2024-10-23 14:47:36,2024-10-25 14:47:36,Account Access,Low,Closed,Social Media,5.0,Customer reported an issue related to technical issue.
TKT00005820,CUST002729,ORD00000680,2026-06-06 14:18:09,,Order Cancellation,Medium,Open,Social Media,,Customer reported an issue related to payment issue.
TKT00005821,CUST002776,,2023-10-12 15:54:46,,Delivery Delay,Low,Open,Phone,,Customer reported an issue related to order cancellation.
TKT00005822,CUST003945,ORD00029601,2025-04-27 00:51:41,,Missing Item,High,In Progress,Phone,,Customer reported an issue related to technical issue.
TKT00005823,CUST004550,ORD00007816,2025-11-24 00:08:19,,Payment Issue,Medium,Open,Email,,Customer reported an issue related to technical issue.
TKT00005824,CUST004338,ORD00027155,2026-06-14 05:20:50,2026-06-18 20:20:50,Payment Issue,High,Closed,Chat,5.0,Customer reported an issue related to product information.
TKT00005825,CUST001679,ORD00002178,2025-04-28 21:16:51,,Product Information,Medium,Open,Email,,Customer reported an issue related to missing item.
TKT00005826,CUST003160,,2025-05-05 20:43:33,2025-05-11 11:43:33,Order Cancellation,Low,Resolved,Phone,1.0,Customer reported an issue related to damaged product.
TKT00005827,CUST003536,ORD00000805,2023-01-17 21:00:14,2023-01-23 10:00:14,Payment Issue,Low,Closed,Web Form,1.0,Customer reported an issue related to technical issue.
TKT00005828,CUST000987,,2024-05-23 16:20:49,2024-05-28 04:20:49,Technical Issue,High,Closed,Phone,5.0,Customer reported an issue related to delivery delay.
TKT00005829,CUST002378,ORD00012678,2024-04-27 00:47:08,2024-04-29 11:47:08,Delivery Delay,Low,Closed,Chat,4.0,Customer reported an issue related to wrong product.
TKT00005830,CUST000219,ORD00020669,2025-04-02 17:58:27,,Damaged Product,High,Open,Chat,,Customer reported an issue related to order cancellation.
TKT00005831,CUST001839,,2024-10-25 15:47:57,,Refund Request,Medium,In Progress,Email,,Customer reported an issue related to damaged product.
TKT00005832,CUST001029,ORD00023535,2023-10-17 23:36:06,2023-10-27 22:36:06,Damaged Product,Critical,Closed,Social Media,3.0,Customer reported an issue related to delivery delay.
TKT00005833,CUST004185,,2024-09-23 14:20:40,2024-09-30 00:20:40,Order Cancellation,Low,Closed,Chat,5.0,Customer reported an issue related to wrong product.
TKT00005834,CUST004761,ORD00017947,2026-05-19 22:38:02,2026-05-22 11:38:02,Payment Issue,Critical,Closed,Phone,5.0,Customer reported an issue related to account access.
TKT00005835,CUST001259,ORD00002302,2024-05-01 12:05:42,2024-05-08 07:05:42,Wrong Product,Critical,Resolved,Email,2.0,Customer reported an issue related to technical issue.
TKT00005836,CUST000801,,2024-03-26 10:27:17,2024-04-01 17:27:17,Wrong Product,Medium,Resolved,Chat,3.0,Customer reported an issue related to product information.
TKT00005837,CUST002873,ORD00020411,2023-05-16 17:34:19,2023-05-19 00:34:19,Refund Request,High,Closed,Web Form,2.0,Customer reported an issue related to damaged product.
TKT00005838,CUST001750,ORD00000123,2023-09-29 13:15:59,,Damaged Product,Low,Open,Web Form,,Customer reported an issue related to delivery delay.
TKT00005839,CUST004432,,2025-11-07 21:00:38,,Order Cancellation,High,Open,Web Form,,Customer reported an issue related to technical issue.
TKT00005840,CUST003509,ORD00025279,2026-06-18 08:22:33,2026-06-20 22:22:33,Account Access,High,Closed,Phone,2.0,Customer reported an issue related to product information.
TKT00005841,CUST002316,ORD00018171,2023-07-02 05:05:41,2023-07-04 07:05:41,Account Access,Medium,Resolved,Chat,2.0,Customer reported an issue related to wrong product.
TKT00005842,CUST001660,ORD00016686,2024-03-24 22:47:30,,Delivery Delay,Medium,In Progress,Email,,Customer reported an issue related to refund request.
TKT00005843,CUST002514,ORD00015686,2024-02-23 14:16:30,2024-03-01 06:16:30,Order Cancellation,Medium,Closed,Email,4.0,Customer reported an issue related to account access.
TKT00005844,CUST002569,ORD00006739,2025-06-21 03:35:01,,Delivery Delay,Critical,Open,Web Form,,Customer reported an issue related to product information.
TKT00005845,CUST004645,ORD00002835,2025-06-06 09:11:17,2025-06-06 13:11:17,Wrong Product,Critical,Closed,Web Form,2.0,Customer reported an issue related to order cancellation.
TKT00005846,CUST001658,ORD00010451,2026-01-10 08:51:47,,Wrong Product,High,Open,Web Form,,Customer reported an issue related to delivery delay.
TKT00005847,CUST001865,ORD00015636,2024-02-18 00:25:26,,Order Cancellation,Critical,Open,Phone,,Customer reported an issue related to payment issue.
TKT00005848,CUST000931,ORD00013512,2024-03-29 19:13:44,,Damaged Product,Critical,In Progress,Chat,,Customer reported an issue related to technical issue.
TKT00005849,CUST002928,ORD00025384,2025-09-15 04:50:20,,Wrong Product,Medium,In Progress,Email,,Customer reported an issue related to payment issue.
TKT00005850,CUST001147,ORD00002030,2024-10-21 17:39:46,,Order Cancellation,Low,Open,Chat,,Customer reported an issue related to order cancellation.
TKT00005851,CUST004300,ORD00026459,2026-03-16 23:48:41,,Order Cancellation,Low,Open,Chat,,Customer reported an issue related to missing item.
TKT00005852,CUST000653,ORD00019560,2024-12-02 18:50:58,,Payment Issue,Low,Open,Social Media,,Customer reported an issue related to damaged product.
TKT00005853,CUST004854,,2025-12-14 23:19:38,,Account Access,Critical,Open,Web Form,,Customer reported an issue related to damaged product.
TKT00005854,CUST000558,ORD00020972,2025-10-07 06:38:11,2025-10-14 03:38:11,Wrong Product,Medium,Resolved,Social Media,2.0,Customer reported an issue related to payment issue.
TKT00005855,CUST002826,ORD00021888,2023-10-14 15:02:48,,Damaged Product,Medium,Open,Social Media,,Customer reported an issue related to account access.
TKT00005856,CUST002444,ORD00028405,2023-09-13 20:09:15,,Product Information,Critical,In Progress,Social Media,,Customer reported an issue related to product information.
TKT00005857,CUST002749,ORD00014835,2023-12-24 21:41:20,2024-01-01 08:41:20,Order Cancellation,Medium,Closed,Chat,5.0,Customer reported an issue related to damaged product.
TKT00005858,CUST000849,ORD00008769,2023-06-07 13:55:57,2023-06-13 17:55:57,Missing Item,Critical,Resolved,Phone,4.0,Customer reported an issue related to delivery delay.
TKT00005859,CUST004996,ORD00021278,2023-11-01 23:30:09,2023-11-11 13:30:09,Order Cancellation,High,Closed,Social Media,4.0,Customer reported an issue related to account access.
